Freq(Hz),Z'(Ohm),"Z""(Ohm)"
100000.0,100.30004338616625,-0.08651214048599765
89747.04009584349,99.98617347029008,-0.059457876244956936
80545.3120596494,100.38305428307537,-0.59577093002032
72287.03350949565,100.8249400547087,-0.1650882165462625
64875.47294786289,99.95090255488938,-0.16276612927894119
58223.8167188866,99.95583512943952,-0.6974738282463919
52254.15213602959,100.867839201052,0.5583776676595374
46896.55486926553,100.46772246790671,-0.1753603611008106
42088.26990208889,99.85552585720166,-1.049627915559256
37772.976464674546,100.36833391750191,-0.17174734921082346
33900.12833314499,99.8727214302843,-1.0382226283346359
30424.361767690036,99.87958605023397,-0.21351703672785244
27304.964154553254,100.24216265053865,-0.08982375757245709
24505.39712794255,99.17405549239965,-1.1480346633875176
21992.86858606028,99.27861692566566,-0.33177899952754536
19737.948588157687,99.87127141128364,-0.6908175075089178
17714.224633510854,99.65840295257874,-0.5787336508919223
15897.992284504739,100.33552815470578,-0.1436758202840308
14267.977510008572,99.73929558892827,-1.3278658105150543
12805.087496773325,99.50352902525748,-1.7070788584169758
11492.187010036998,100.96052299657102,-1.9132177151600092
10313.897683787221,100.13467205222396,-2.0292324979170884
9256.417889712782,100.30325834576134,-1.8289181787979587
8307.361074919352,99.58138951795327,-1.8067256354857524
7455.610674814365,100.04848012937971,-2.045688557142028
6691.189901715636,100.4060298899925,-1.9990778570493006
6005.144883981762,99.80836500956204,-2.6590346681659267
5389.4397868406,100.6088735248878,-2.2184377942514546
4836.862686437171,100.16228981650444,-3.386848024092775
4340.941094577661,100.36341526413271,-2.2365350069980656
3895.8661446875603,100.26088858501573,-3.662137510621621
3496.424550953137,101.54707974270669,-4.821978356788676
3137.9375436648243,100.68116205326359,-5.391569541291604
2816.2060654953934,100.2350403703173,-5.126555008444806
2527.461586781727,101.26164232249789,-6.045253425842595
2268.321963696039,100.33866048332034,-6.201945533625984
2035.7518222611084,101.16654583972908,-7.0136283106799855
1827.0270041765395,100.2121090784449,-8.050624113089073
1639.7026580002055,100.67743729068721,-9.281657079786887
1471.5846019280557,101.61283618755992,-10.547935328651565
1320.7036227366311,102.08402734997118,-11.043059795449414
1185.2924098447018,102.03343373576213,-11.527528736007532
1063.764854316313,102.16149645473847,-13.101618363750132
954.6974703287526,102.38619380837835,-15.21264504195793
856.8127214899482,102.16942302085276,-16.02439947690225
768.9640567018716,102.98556303179375,-17.59229803862815
690.1224802908528,103.62918158035954,-20.066875363761294
619.3644990970612,104.99400426977915,-21.56783189162635
555.8613053440591,105.3525941277066,-23.829054549165424
498.86906858441176,105.14468352857527,-26.850660371776645
447.720223008213,107.188093833734,-28.742075618052652
401.8156480603804,108.01629788865262,-31.51510624288744
360.61765077612296,109.26922571329209,-34.371053881393856
323.6436676347356,111.56654475093073,-37.751861893832825
290.4606121598046,113.72672338499352,-42.58475398259273
260.6798020576923,115.97337792997148,-46.228426960445304
233.9524064744823,117.78387790469425,-49.59906243691528
209.96536004384438,121.20083057121342,-53.9065398845561
188.43769586593098,125.18814802722795,-58.385742397427045
169.11725446448068,129.7506727287114,-61.317471169342696
151.77773017322716,139.89062214944408,-64.61014111447469
136.21602035512717,145.57576762638155,-68.94287705372767
122.24984640507832,151.35372118488704,-73.50637679920393
109.7156186702726,152.25410614771127,-80.86702922747051
98.46652027941231,160.89012360533897,-85.16493276209496
88.37078743614603,169.42660387633617,-87.91335044830704
79.31016603333052,177.5216940684451,-91.30836513087091
71.17852651001319,187.2910404612786,-92.90352879537129
63.880620726572054,196.473228699903,-94.04402710803635
57.33096629695033,205.57441569644192,-93.88585659457202
51.45284530985853,215.6063151988487,-92.00236911313638
46.17740571069101,225.4760258550305,-92.47422518811499
41.44285481839419,233.57023330128428,-88.80467304047717
37.1937355307264,242.72624203359877,-86.89547973970537
33.38027673990301,248.37290662057245,-82.72720134669574
29.95781034986427,257.15922686249604,-77.94423473511848
26.88624806652941,263.16051658674934,-74.18194768111127
24.129611832536096,268.6443882766661,-70.3289999105378
21.655612406317545,273.85213843644044,-65.68226974905535
19.435271149298263,277.203533621288,-60.5678747784704
17.442580591096615,281.9104725308334,-56.976284351414016
15.654199796841278,285.51201964369864,-52.38103972748893
14.049180968354593,288.9350566419766,-48.55814106230998
12.608724076806796,290.4067212632661,-45.23729576516881
11.315956652786067,292.3925002739199,-40.423507023538434
10.15573615440417,294.3873115809217,-38.02180697594281
9.114472598521195,296.69217747266117,-36.453261012472865
8.179969377519468,297.78908748287876,-32.70255222209891
7.341280397070116,298.5781425850054,-30.72610261458522
6.588581861506815,300.1755572783321,-27.80173335687896
5.913057204993993,300.92630980789494,-26.6779247592754
5.306793820656121,302.225567731033,-24.60075637547233
4.762690378027984,302.1767990654331,-22.747538722040193
4.274373643209655,303.0894075694448,-21.205867542697582
3.836123827417535,303.7348119914819,-21.04731158458503
3.442807589518621,303.8403512823378,-19.580830781895656
3.0898179077880132,305.3347658146871,-18.764521458871297
2.7730201165910606,305.9135376916539,-18.104104687333155
2.4887034759027853,306.37078297020594,-16.272738367232122
2.2335377063851234,306.8313178590369,-16.450185735158904
2.0045339809052396,306.8219611810836,-16.891889681887022
1.7990099155778296,307.9058579337288,-15.516016865212038
1.614558150261835,308.5411948034799,-14.726027794876591
1.4490181504861979,308.92155256578684,-15.176339595933298
1.300450900512898,309.8695631189547,-16.446363758933764
1.1671161911100683,310.80047988764164,-16.007516340055194
1.047452236000632,312.213698884605,-15.291855253832312
0.9400573782282965,312.0569815256307,-16.5173917144564
0.8436736721624843,312.8274288812943,-16.255904026727862
0.75717214883374,313.42314996461073,-16.478940790933418
0.6795395920083763,313.2983256035511,-17.79100307402205
0.6098666701068876,315.0802778430581,-17.89051103596048
0.547337284952014,316.00085514533924,-20.086040359046798
0.4912190125853851,318.1238967230835,-19.653626295431255
0.44085452418341203,317.764982023453,-20.015413992399214
0.39565388658322687,319.0312854252252,-21.333064136744273
0.355087652232611,319.9361859288388,-20.786384768965238
0.3186806576245907,320.49925512809165,-23.28583032646403
0.28600645757603915,322.845559813175,-23.835416273080202
0.25668233015746944,323.9048035883365,-24.673168670242468
0.23036479376536947,325.2469757750549,-25.2219304395908
0.2067455838273129,325.7913039219991,-27.94810709926229
0.18554804201388422,328.41802447186404,-28.022805945982196
0.1665238756632532,328.56681001811313,-30.06343361888698
0.1494502494606524,331.19736235534884,-32.11709349380902
0.13412717530678983,333.7253011133781,-33.05071227646387
0.12037516980200672,333.95599231349604,-34.93964299202868
0.10803315190764666,336.0897242061315,-37.20336883840281
0.09695655615935915,338.4504024570675,-38.84417608532761
0.08701563933188906,340.2886047740572,-41.16469650613884
